rank,nome,instituicao,titulacao,linhas_pesquisa,pontuacao_PA,classificacao_PA,pontuacao_S,classificacao_S,pontuacao_C,classificacao_C,pontuacao_F,classificacao_F,pontuacao_media,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2,classificacao_final,justificativa_classificacao,curriculo_lattes,arquivo_origem,timestamp
11,Marcos Roberto de Vasconcelos Lanza,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado nível 3 (MS 5.3),"Eletroquímica ambiental, eletroquímica aplicada, eletrocatalisadores, eletrodos de difusão gasosa, eletrogeração de peróxido de hidrogênio, tratamento eletroquímico de efluentes, reatores eletroquímicos, processos eletroquímicos oxidativos avançados (PEOA) associados ao tratamento de efluentes.",1.6666666666666665,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.9166666666666666,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.9, poucas categorias relevantes",,FAPESP_Marcos_Roberto_de_Vasconcelos_Lanza_20250907_130258.json,2025-09-23T14:19:35.787612
12,Zilá Luz Paulino Simões,Universidade de São Paulo,Professor Assistente Doutor,Genética Animal; Biologia e Genética do Desenvolvimento de Abelhas; Análise genômica; Regulação da expressão gênica; Determinação do sexo; Castas; Comportamento; Reprodução.,0.0,BAIXA,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Zilá_Luz_Paulino_Simões_20250907_130258.json,2025-09-23T14:19:05.778629
13,Laís Canniatti Brazaca,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Doutora,"Desenvolvimento de biossensores (imunossensores, biossensores enzimáticos e baseados em ácidos nucléicos), construção de dispositivos microfluídicos e eletrodos, nanotecnologia.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Laís_Canniatti_Brazaca_20250907_130258.json,2025-09-23T14:19:35.788274
14,Sergio Antonio Spinola Machado,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Associado 3,"Química, com ênfase em Eletroanalítica.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Sergio_Antonio_Spinola_Machado_20250907_130258.json,2025-09-23T14:19:25.785905
15,Fábio Santos do Nascimento,"Universidade de São Paulo, Campus de Ribeirão Preto",Professor Associado,Zoologia (ênfase em Comportamento Animal); Ecologia comportamental; Ecologia química; Insetos sociais; Evolução do comportamento social,0.0,BAIXA,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Fábio_Santos_do_Nascimento_20250907_130258.json,2025-09-23T14:18:45.765955
16,Andrei Leitão,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor associado,"Descoberta de fármacos usando quimioinformática, química medicinal e ensaios celulares aplicados em câncer.",0.0,BAIXA,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Andrei_Leitão_20250907_130258.json,2025-09-23T14:18:45.766356
17,Paulo Marcos Donate,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Síntese orgânica, catálise, química de produtos naturais, síntese e estudos de diversos tipos de produtos com atividade biológica.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Paulo_Marcos_Donate_20250907_130258.json,2025-09-23T14:19:25.784288
18,Fernanda Canduri,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professora Doutora,Bioquímica e Biologia Molecular; Biologia Estrutural; Estudo estrutural de proteínas,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Fernanda_Canduri_20250907_130258.json,2025-09-23T14:19:55.796081
19,Júlio César Borges,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Expressão Heteróloga de Proteínas, Biologia Molecular, Biologia Estrutural, Biofísica de Proteínas, Chaperonas Moleculares (Hsp70, Hsp90); técnicas como Dicroísmo Circular, Fluorescência, Calorimetria e Ultracentrifugação Analítica.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Júlio_César_Borges_20250907_130258.json,2025-09-23T14:19:45.792072
20,María Sol Brassesco Annichini,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada MS5-1 (RDIDP),"Oncogenética, marcadores moleculares de neoplasias malignas da infância, alternativas terapêuticas, aplicações biotecnológicas para tratamento de lesões ósseas.",0.0,BAIXA,3.333333333333333,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_María_Sol_Brassesco_Annichini_20250907_130258.json,2025-09-23T14:19:45.791416
21,Maura Helena Manfrin,Universidade de São Paulo,Professora Associada,Genética evolutiva; variação geográfica e populações naturais; filogeografia; morfologia; expressão gênica na relação inseto-planta; zonas híbridas.  Modelos biológicos principais: espécies cactófilas de Drosophila (grupo repleta) da América do Sul.,0.0,BAIXA,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Maura_Helena_Manfrin_20250907_130258.json,2025-09-23T14:20:25.813825
22,Adalgisa Rodrigues de Andrade,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Titular,"Eletroquímica Ambiental, produção de energia com células a combustível e biocélulas a combustível enzimáticas e microbiológicas.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Adalgisa_Rodrigues_de_Andrade_20250907_130258.json,2025-09-23T14:19:25.785415
23,Ademilson Panunto Castelo,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Imunologia, Imunoquímica, Glicobiologia, Imunoterapia na infecção por Paracoccidioides brasiliensis.",3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Ademilson_Panunto_Castelo_20250907_130258.json,2025-09-23T14:20:05.806930
24,Marcia Maria Gentile Bitondi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Assistente-Doutor,"Biologia do Desenvolvimento de Abelhas, genética e fisiologia endócrina da metamorfose e reprodução.",0.0,BAIXA,3.333333333333333,MODERADA,0.0,BAIXA,0.0,BAIXA,0.8333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",,FAPESP_Marcia_Maria_Gentile_Bitondi_20250907_130258.json,2025-09-23T14:20:15.808718
25,Ana Maria de Guzzi Plepis,Universidade de São Paulo,Professor Doutor,"Engenharia Biomédica, com ênfase em Biomateriais; colágeno, quitosana, colageno, hidróxiapatita e reologia.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,2.5,MODERADA,0.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",,FAPESP_Ana_Maria_de_Guzzi_Plepis_20250907_130258.json,2025-09-23T14:20:05.805489
26,Daniel Junqueira Dorta,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Toxicologia Bioquímica, mitocôndria, morte celular, apoptose, autofagia, cultura de células e contaminantes emergentes.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,2.5,MODERADA,0.625,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",,FAPESP_Daniel_Junqueira_Dorta_20250907_130258.json,2025-09-23T14:18:55.773138
27,Ana Paula Ramos,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"Formação e caracterização superficial de sistemas coloidais, nanopartículas e filmes finos; formação de matrizes biomiméticas contendo biominerais, aplicações em sistemas osteoindutores.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,2.5,MODERADA,0.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",,FAPESP_Ana_Paula_Ramos_20250907_130258.json,2025-09-23T14:19:15.782084
28,Bianca Chieregato Maniglia,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Doutora,"Polímeros naturais, biomateriais, impressão 3D, modificação de amido, scaffolds ósseos.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,2.5,MODERADA,0.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",,FAPESP_Bianca_Chieregato_Maniglia_20250907_130258.json,2025-09-23T14:19:05.779146
29,Marcelo Tadeu Motokane,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Argumentação no ensino de ciências e biologia; Linguagem e ensino de ciências; Educação ambiental; Formação de professores de ciências e biologia.,0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Marcelo_Tadeu_Motokane_20250907_130258.json,2025-09-23T14:20:15.809021
30,Lilian Al-chueyr Pereira Martins,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"História das Ciências da Vida, História da Genética e Evolução, Filosofia da Biologia, aplicações da História e Filosofia da Biologia ao Ensino de Ciências.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Lilian_Al-chueyr_Pereira_Martins_20250907_130258.json,2025-09-23T14:20:15.810170
31,Márcia Andreia Mesquita Silva da Veiga,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"Técnicas espectroanalíticas para determinação isotópica e elementar; procedimentos de preparação de amostras; detecção e quantificação de nanomateriais e suas implicações toxicológicas; ensaios de bioacessibilidade (gástrica, pulmonar e dérmica) em alimentos e solos; análise e detecção de microtraço",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Márcia_Andreia_Mesquita_Silva_da_Veiga_20250907_130258.json,2025-09-23T14:20:15.811006
32,Salete Linhares Queiroz,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Livre-Docente,Educação em Química; Linguagem e cognição; Tecnologias digitais de informação e comunicação; Estado da arte no ensino de química.,0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Salete_Linhares_Queiroz_20250907_130258.json,2025-09-23T14:19:35.789496
33,Maria Lúcia Arruda de Moura Campos,Universidade de São Paulo - Ribeirão Preto,Professora Associada,"Oceanografia Química, Química Analítica, Química da Atmosfera, Educação em Química, Química da atmosfera de região canavieira impactada pela queima de biomassa, políticas públicas para setores de transporte e agrícola.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Maria_Lúcia_Arruda_de_Moura_Campos_20250907_130258.json,2025-09-23T14:19:35.788017
34,Maria Olímpia de Oliveira Rezende,"Universidade de São Paulo, Instituto de Química de São Carlos",Professora Associada,"Química ambiental, ciclagem da matéria orgânica, vermicompostagem, tratamento de efluentes, avaliação de bioerbicidas, química das substâncias húmicas, reaproveitamento de resíduos agroindustriais, ensino de química.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Maria_Olímpia_de_Oliveira_Rezende_20250907_130258.json,2025-09-23T14:19:35.788451
35,Miguel Joaquim Dabdoub Paz,"Universidade de São Paulo, Campus de Ribeirão Preto",Professor Associado e Pesquisador,"Biodiesel, bioquerosene e bioJet fuel; teluretos vinílicos; transmetalação; transesterificação; teluroacetilenos e telurobutadienos; combustíveis e biocombustíveis; tecnologia e conseqüências dos seus usos.",0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Miguel_Joaquim_Dabdoub_Paz_20250907_130258.json,2025-09-23T14:19:55.795875
36,Glaucia Maria da Silva Degrève,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Ensino de química, história da química, formação de professores, relações étnico-raciais e de gênero.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Glaucia_Maria_da_Silva_Degrève_20250907_130258.json,2025-09-23T14:20:05.806232
37,Joana de Jesus de Andrade,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,Ensino de ciências (epistemologia) e desenvolvimento humano (neuropsicologia).,0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Joana_de_Jesus_de_Andrade_20250907_130258.json,2025-09-23T14:18:55.772551
38,Sergio Emanuel Galembeck,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor 2,"Química quântica molecular e ligação química; Ligações de hidrogênio; Interações entre anéis aromáticos (""stacking""); Ligações intermoleculares; Aromaticidade; Química quântica computacional para o ensino universitário.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Sergio_Emanuel_Galembeck_20250907_130258.json,2025-09-23T14:19:15.780849
39,Yassuko Iamamoto,Universidade de São Paulo,Professor Titular Colaborador Sênior,Química Bio-Inorgânica; Porfirinas; Metaloporfirinas (MeP); MeP imobilizados em sílicas mesoporosas; Catálise biomimética; Metabolismo oxidativo de fármacos; Substâncias bioativas; Pesticidas; Pedagogia universitária.,0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Yassuko_Iamamoto_20250907_130258.json,2025-09-23T14:18:55.772323
40,Ana Cláudia Kasseboehmer,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Docente Associada-1,"Divulgação Científica, Abordagem investigativa no Ensino de Ciências e Formação inicial e continuada de professores.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Ana_Cláudia_Kasseboehmer_20250907_130258.json,2025-09-23T14:19:25.784922
41,Fernando Mauro Lanças,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,"Técnicas de preparo de amostras, separação cromatográfica, acoplamento com espectrometria de massas, desenvolvimento de novos materiais para técnicas de separação, acoplamento on-line entre técnicas de preparo de amostras, cromatografia e espectrometria de massas.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Fernando_Mauro_Lanças_20250907_130258.json,2025-09-23T14:19:05.777179
