nome,instituicao,titulacao,linhas_pesquisa,curriculo_lattes,pontuacao_PA,pontuacao_S,pontuacao_C,pontuacao_F,pontuacao_media,classificacao_PA,classificacao_S,classificacao_C,classificacao_F,fator_N1,fator_N2,classificacao_final,justificativa_classificacao,arquivo_origem,timestamp,rank,rank_categoria,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2
Carlos Alberto Martinez y Huaman,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente e Professor Associado MS-5 (3),"Ecofisiologia da fotossíntese e sequestro de carbono; Fisiologia das plantas sob estresse abiótico (estresse luminoso, hídrico, oxidativo, salino e térmico); Fisiologia das plantas em resposta às mudanças climáticas (efeitos do incremento do CO2, da temperatura e da restrição hídrica sobre a fisiolo",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Carlos_Alberto_Martinez_y_Huaman_20250907_130258.json,2025-09-23T14:26:25.474462,108,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Dalton de Souza Amorim,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"filogenia, sistemática, biogeografia e evolução especialmente de Diptera, mas também de outros grupos taxonômicos.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Dalton_de_Souza_Amorim_20250907_130258.json,2025-09-23T14:26:35.479394,112,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Daniel Rodrigues Cardoso,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Alimentos, Fotoquímica e Química Inorgânica; metabolômica por RMN, métodos de separação, química redox, e técnicas espectroscopicas tais como laser flash photolysis, EPR, espectrometria de massas, RAMAN, e stopped-flow.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Daniel_Rodrigues_Cardoso_20250907_130258.json,2025-09-23T14:25:25.441488,43,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Danilo Manzani,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Materiais, Química Inorgânica, materiais inorgânicos, vítreos, vitrocerâmicos, cerâmicos e fibras ópticas, síntese de materiais inorgânicos e vítreos opticamente ativos, guias de onda, sensores ópticos e vidros especiais (não-sílica).",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Danilo_Manzani_20250907_130258.json,2025-09-23T14:25:45.454147,98,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Eduardo Bessa Azevedo,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Doutor,"Engenharia Sanitária, Técnicas Avançadas de Tratamento de Águas, POAs, TiO2, corantes, ecotoxicidade, micro-ondas e Quimiometria.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Eduardo_Bessa_Azevedo_20250907_130258.json,2025-09-23T14:26:25.475764,103,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Elisabete Frollini,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado 3,Síntese e aplicações de derivados de celulose e outros polímeros naturais; Compósitos de matriz polimérica reforçados com fibras lignocelulósicas; Utilização de matéria-prima de fontes renováveis na preparação de polímeros; Eletrofiação (electrospinning).,,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Elisabete_Frollini_20250907_130258.json,2025-09-23T14:24:55.425345,45,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Elza Tiemi Sakamoto Hojo,Universidade de São Paulo (USP). Faculdade de Medicina de Ribeirão Preto (FMRP),Professor Associado MS-5,"Genética, Mutagênese e instabilidade genômica, respostas celulares e sinalização molecular em células irradiadas ou expostas a drogas antitumorais e potenciais fármacos, influência do danos oxidativos e neurotóxicos na etiopatogenia da doença de Alzheimer e diabetes tipo 2.",,0.0,3.333333333333333,2.0,0.0,1.3333333333333333,BAIXA,BAIXA,MODERADA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 1.3, poucas categorias relevantes",FAPESP_Elza_Tiemi_Sakamoto_Hojo_20250907_130258.json,2025-09-23T14:26:05.463659,7,17,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
Felipe Bezerra Ribeiro,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,"Taxonomia Integrativa, Filogenia, Biogeografia, Genética e Conservação de crustáceos, com ênfase em lagostins de água doce e crustáceos parasitas (Isopoda); Biodiversidade (Biomas Pampa, Mata Atlântica e Pantanal)",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Felipe_Bezerra_Ribeiro_20250907_130258.json,2025-09-23T14:26:15.468678,88,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Fernanda Mayara Nogueira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Anatomia Vegetal, Morfologia de Estruturas Reprodutivas, Desenvolvimento Floral, Arquitetura de Inflorescências, Monocotiledôneas, Bioimagem, Tecnologias 3D, Microtomografia Computadorizada de Raios X (CT)",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Fernanda_Mayara_Nogueira_20250907_130258.json,2025-09-23T14:26:35.479766,110,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Fernando Luis Medina Mantelatto,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Zoologia e Ecologia, com ênfase em Morfologia, Sistemática, Taxonomia dos Grupos Recentes, Taxonomia e sistemática filogenética molecular.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Fernando_Luis_Medina_Mantelatto_20250907_130258.json,2025-09-23T14:26:45.482369,116,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Flávio Alicino Bockmann,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre Docente,"Filogenia e anatomia comparada de vertebrados viventes e fósseis; aspectos filosóficos, teóricos, históricos e políticos da ciência, especialmente da taxonomia e da sistemática filogenética.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Flávio_Alicino_Bockmann_20250907_130258.json,2025-09-23T14:26:35.479011,111,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Grégoire Jean-François Demets,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química inorgânica, química supramolecular, materiais, tecnologias de nanofiltração e purificação de água, separação de gases, catalisadores supramoleculares, pontos quânticos e nanopartículas, materiais intercalados eletroativos, fotoconversão de energia, compostos de inclusão, química mineral.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Grégoire_Jean-François_Demets_20250907_130258.json,2025-09-23T14:26:25.476295,104,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Herenilton Paulino Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Compostos de Intercalação, pentóxido de vanádio, compostos de intercalação, composto híbrido - orgânico inorgânico, eletroquímica e processo sol-gel.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Herenilton_Paulino_Oliveira_20250907_130258.json,2025-09-23T14:26:25.477302,109,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Joana de Jesus de Andrade,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,Ensino de ciências (epistemologia) e desenvolvimento humano (neuropsicologia).,,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Joana_de_Jesus_de_Andrade_20250907_130258.json,2025-09-23T14:25:15.435737,37,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
José Carlos Toledo Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica Biológica; investigação do ferro lábil celular (LIP), (metalo)enzimas e Química Biológica e Bioquímica de óxido nítrico (NO) e às espécies reativas de oxigênio e nitrogênio; papel antioxidante do LIP contra o peroxinitrito e suas implicações biológicas; identificação da natureza m",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_José_Carlos_Toledo_Junior_20250907_130258.json,2025-09-23T14:25:05.432500,73,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
José Maurício Almeida Caiut,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica; sol-gel, pirólise de aerossol, aluminatos, híbridos orgânicos-inorgânicos, íons terras raras, espectroscopia, nanomateriais e fotônica.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_José_Maurício_Almeida_Caiut_20250907_130258.json,2025-09-23T14:26:05.464113,94,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Juarez Lopes Ferreira da Silva,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Ciência Computacional de Materiais e Química; métodos de primeiros princípios (ab initio) com base na Teoria do Funcional da Densidade; estudo de superfícies metálicas, adsorção molecular, óxidos, semicondutores, clusters, nanopartículas; desenvolvimento de algoritmos para a otimização global da est",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Juarez_Lopes_Ferreira_da_Silva_20250907_130258.json,2025-09-23T14:24:55.426467,72,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Luis Gustavo Dias,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor,"Físico-Química Computacional, Matéria Macia, Ciência dos Materiais.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Luis_Gustavo_Dias_20250907_130258.json,2025-09-23T14:26:25.475437,102,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
María Sol Brassesco Annichini,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada MS5-1 (RDIDP),"Oncogenética, marcadores moleculares de neoplasias malignas da infância, alternativas terapêuticas, aplicações biotecnológicas para tratamento de lesões ósseas.",,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,BAIXA,BAIXA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_María_Sol_Brassesco_Annichini_20250907_130258.json,2025-09-23T14:26:05.464676,20,29,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Max Cardoso Langer,"Universidade de São Paulo, campus de Ribeirão Preto",Professor Titular,"Triássico, Dinosauria, Filogenia, Chelonii, Rhynchosauria, Crocodyliformes e Bioestratigrafia.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Max_Cardoso_Langer_20250907_130258.json,2025-09-23T14:25:25.442307,77,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Miguel Joaquim Dabdoub Paz,"Universidade de São Paulo, Campus de Ribeirão Preto",Professor Associado e Pesquisador,"Biodiesel, bioquerosene e bioJet fuel; teluretos vinílicos; transmetalação; transesterificação; teluroacetilenos e telurobutadienos; combustíveis e biocombustíveis; tecnologia e conseqüências dos seus usos.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Miguel_Joaquim_Dabdoub_Paz_20250907_130258.json,2025-09-23T14:26:15.470321,35,31,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Objetivos Científicos,Várias instituições listadas na página.,,,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Objetivos_Científicos_20250907_130258.json,2025-09-23T14:26:45.481927,114,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Osvaldo Antonio Serra,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular aposentado (Colaborador Sênior),"Terras raras, sol-gel, luminescência, nanocompósitos, catalisadores, porfirinas, bioinorgânica, recuperação de terras raras, MOFs.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Osvaldo_Antonio_Serra_20250907_130258.json,2025-09-23T14:26:15.469665,106,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Roberto Luiz Andrade Haiduke,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,Química Teórica; Investigações sobre intensidades de infravermelho; Cargas atômicas; Teoria Quântica de Átomos em Moléculas; Descritores de topologia da densidade eletrônica; Tensores polares; Desenvolvimento de conjuntos de funções de base; Cálculos relativísticos de átomos e moléculas; Mecanismos ,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Roberto_Luiz_Andrade_Haiduke_20250907_130258.json,2025-09-23T14:26:45.480980,113,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rodrigo Augusto Santinelo Pereira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Ecologia; Interações inseto-planta; Ecologia e biologia reprodutiva de figueiras.,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Rodrigo_Augusto_Santinelo_Pereira_20250907_130258.json,2025-09-23T14:26:15.468377,91,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Salete Linhares Queiroz,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Livre-Docente,Educação em Química; Linguagem e cognição; Tecnologias digitais de informação e comunicação; Estado da arte no ensino de química.,,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Salete_Linhares_Queiroz_20250907_130258.json,2025-09-23T14:25:55.459224,32,36,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Ubirajara Pereira Rodrigues Filho,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Livre Docente,Processo Sol-gel; Materiais Híbridos Orgânico-Inorgânico e Filmes Multicamadas Híbridos; Filmes antimicrobianos; Materiais Odontológicos; CO2 como matéria prima para síntese de Materiais; Fotocromismo e fotocatálise; adesão e adesivos.,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Ubirajara_Pereira_Rodrigues_Filho_20250907_130258.json,2025-09-23T14:26:15.469444,107,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yassuko Iamamoto,Universidade de São Paulo,Professor Titular Colaborador Sênior,Química Bio-Inorgânica; Porfirinas; Metaloporfirinas (MeP); MeP imobilizados em sílicas mesoporosas; Catálise biomimética; Metabolismo oxidativo de fármacos; Substâncias bioativas; Pesticidas; Pedagogia universitária.,,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Yassuko_Iamamoto_20250907_130258.json,2025-09-23T14:25:15.435537,39,38,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
