nome,instituicao,titulacao,linhas_pesquisa,curriculo_lattes,pontuacao_PA,pontuacao_S,pontuacao_C,pontuacao_F,pontuacao_media,classificacao_PA,classificacao_S,classificacao_C,classificacao_F,fator_N1,fator_N2,classificacao_final,justificativa_classificacao,arquivo_origem,timestamp,rank,rank_categoria,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2
Paulo Marcos Donate,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Síntese orgânica, catálise, química de produtos naturais, síntese e estudos de diversos tipos de produtos com atividade biológica.",,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Paulo_Marcos_Donate_20250907_130258.json,2025-09-23T14:25:45.452171,17,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fernanda Canduri,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professora Doutora,Bioquímica e Biologia Molecular; Biologia Estrutural; Estudo estrutural de proteínas,,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Fernanda_Canduri_20250907_130258.json,2025-09-23T14:26:15.470539,18,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adalgisa Rodrigues de Andrade,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Titular,"Eletroquímica Ambiental, produção de energia com células a combustível e biocélulas a combustível enzimáticas e microbiológicas.",,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Adalgisa_Rodrigues_de_Andrade_20250907_130258.json,2025-09-23T14:25:45.453900,22,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ademilson Panunto Castelo,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Imunologia, Imunoquímica, Glicobiologia, Imunoterapia na infecção por Paracoccidioides brasiliensis.",,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Ademilson_Panunto_Castelo_20250907_130258.json,2025-09-23T14:26:25.476745,23,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrei Leitão,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor associado,"Descoberta de fármacos usando quimioinformática, química medicinal e ensaios celulares aplicados em câncer.",,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Andrei_Leitão_20250907_130258.json,2025-09-23T14:25:05.431666,16,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sergio Antonio Spinola Machado,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Associado 3,"Química, com ênfase em Eletroanalítica.",,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Sergio_Antonio_Spinola_Machado_20250907_130258.json,2025-09-23T14:25:45.454427,14,11,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Laís Canniatti Brazaca,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Doutora,"Desenvolvimento de biossensores (imunossensores, biossensores enzimáticos e baseados em ácidos nucléicos), construção de dispositivos microfluídicos e eletrodos, nanotecnologia.",,3.333333333333333,0.0,0.0,0.0,0.8333333333333333,MODERADA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Laís_Canniatti_Brazaca_20250907_130258.json,2025-09-23T14:25:55.458218,13,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fábio Santos do Nascimento,"Universidade de São Paulo, Campus de Ribeirão Preto",Professor Associado,Zoologia (ênfase em Comportamento Animal); Ecologia comportamental; Ecologia química; Insetos sociais; Evolução do comportamento social,,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Fábio_Santos_do_Nascimento_20250907_130258.json,2025-09-23T14:25:05.431181,15,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Maura Helena Manfrin,Universidade de São Paulo,Professora Associada,Genética evolutiva; variação geográfica e populações naturais; filogeografia; morfologia; expressão gênica na relação inseto-planta; zonas híbridas.  Modelos biológicos principais: espécies cactófilas de Drosophila (grupo repleta) da América do Sul.,,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Maura_Helena_Manfrin_20250907_130258.json,2025-09-23T14:26:45.482557,21,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcia Maria Gentile Bitondi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Assistente-Doutor,"Biologia do Desenvolvimento de Abelhas, genética e fisiologia endócrina da metamorfose e reprodução.",,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Marcia_Maria_Gentile_Bitondi_20250907_130258.json,2025-09-23T14:26:35.478243,24,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Zilá Luz Paulino Simões,Universidade de São Paulo,Professor Assistente Doutor,Genética Animal; Biologia e Genética do Desenvolvimento de Abelhas; Análise genômica; Regulação da expressão gênica; Determinação do sexo; Castas; Comportamento; Reprodução.,,0.0,3.333333333333333,0.0,0.0,0.8333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.8, poucas categorias relevantes",FAPESP_Zilá_Luz_Paulino_Simões_20250907_130258.json,2025-09-23T14:25:25.441914,12,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Junqueira Dorta,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Toxicologia Bioquímica, mitocôndria, morte celular, apoptose, autofagia, cultura de células e contaminantes emergentes.",,0.0,0.0,0.0,2.5,0.625,BAIXA,BAIXA,BAIXA,MODERADA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",FAPESP_Daniel_Junqueira_Dorta_20250907_130258.json,2025-09-23T14:25:15.436371,26,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bianca Chieregato Maniglia,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Doutora,"Polímeros naturais, biomateriais, impressão 3D, modificação de amido, scaffolds ósseos.",,0.0,0.0,0.0,2.5,0.625,BAIXA,BAIXA,BAIXA,MODERADA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",FAPESP_Bianca_Chieregato_Maniglia_20250907_130258.json,2025-09-23T14:25:25.442538,28,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ana Maria de Guzzi Plepis,Universidade de São Paulo,Professor Doutor,"Engenharia Biomédica, com ênfase em Biomateriais; colágeno, quitosana, colageno, hidróxiapatita e reologia.",,0.0,0.0,0.0,2.5,0.625,BAIXA,BAIXA,BAIXA,MODERADA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",FAPESP_Ana_Maria_de_Guzzi_Plepis_20250907_130258.json,2025-09-23T14:26:25.474946,25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Marcelo Tadeu Motokane,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Argumentação no ensino de ciências e biologia; Linguagem e ensino de ciências; Educação ambiental; Formação de professores de ciências e biologia.,,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Marcelo_Tadeu_Motokane_20250907_130258.json,2025-09-23T14:26:35.478425,29,31,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Maria Lúcia Arruda de Moura Campos,Universidade de São Paulo - Ribeirão Preto,Professora Associada,"Oceanografia Química, Química Analítica, Química da Atmosfera, Educação em Química, Química da atmosfera de região canavieira impactada pela queima de biomassa, políticas públicas para setores de transporte e agrícola.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Maria_Lúcia_Arruda_de_Moura_Campos_20250907_130258.json,2025-09-23T14:25:55.457973,33,35,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Lilian Al-chueyr Pereira Martins,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"História das Ciências da Vida, História da Genética e Evolução, Filosofia da Biologia, aplicações da História e Filosofia da Biologia ao Ensino de Ciências.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Lilian_Al-chueyr_Pereira_Martins_20250907_130258.json,2025-09-23T14:26:35.479210,30,27,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Glaucia Maria da Silva Degrève,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Ensino de química, história da química, formação de professores, relações étnico-raciais e de gênero.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Glaucia_Maria_da_Silva_Degrève_20250907_130258.json,2025-09-23T14:26:25.476080,36,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Maria Olímpia de Oliveira Rezende,"Universidade de São Paulo, Instituto de Química de São Carlos",Professora Associada,"Química ambiental, ciclagem da matéria orgânica, vermicompostagem, tratamento de efluentes, avaliação de bioerbicidas, química das substâncias húmicas, reaproveitamento de resíduos agroindustriais, ensino de química.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Maria_Olímpia_de_Oliveira_Rezende_20250907_130258.json,2025-09-23T14:25:55.458390,34,36,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Márcia Andreia Mesquita Silva da Veiga,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"Técnicas espectroanalíticas para determinação isotópica e elementar; procedimentos de preparação de amostras; detecção e quantificação de nanomateriais e suas implicações toxicológicas; ensaios de bioacessibilidade (gástrica, pulmonar e dérmica) em alimentos e solos; análise e detecção de microtraço",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Márcia_Andreia_Mesquita_Silva_da_Veiga_20250907_130258.json,2025-09-23T14:26:35.479903,31,39,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sergio Emanuel Galembeck,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor 2,"Química quântica molecular e ligação química; Ligações de hidrogênio; Interações entre anéis aromáticos (""stacking""); Ligações intermoleculares; Aromaticidade; Química quântica computacional para o ensino universitário.",,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Sergio_Emanuel_Galembeck_20250907_130258.json,2025-09-23T14:25:35.446692,38,48,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jose Mauricio Rosolen,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente em Físico-Química; Associado III,"Físico-química de materiais; baterias de íons de lítio (Li) e sódio (Na), supercapacitores, filtros, reforço mecânico, tecidos de fibra de carbono, sensores; modificações de eletrodos para H2, novos designs de eletrodos para Li e Na, membranas de separação de CO2 e a produção eletroquímica de esfera",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Jose_Mauricio_Rosolen_20250907_130258.json,2025-09-23T14:26:45.481477,57,23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo Firmino de Oliveira,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,Química Forense; Eletrodos quimicamente modificados; Empreendedorismo em química; Eletroanalítica.,,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Marcelo_Firmino_de_Oliveira_20250907_130258.json,2025-09-23T14:24:55.424379,52,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rafael Martos Buoro,Universidade de São Paulo,Professor Doutor,Química Analítica; Sensores Eletroquímicos Biomiméticos; Biossensores Eletroquímicos; Sustentabilidade em Eletroanálise; Solventes Eutéticos Profundos Naturais,,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Rafael_Martos_Buoro_20250907_130258.json,2025-09-23T14:26:35.479589,63,44,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pietro Ciancaglini,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Obtenção, solubilização, isolamento/purificação e reconstituição de proteínas de membrana em sistemas lipossomais; Investigação do papel das vesículas extracelulares (VEs) na iniciação, propagação, regeneração e modelagem da mineralização biológica.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Pietro_Ciancaglini_20250907_130258.json,2025-09-23T14:24:55.425563,46,42,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Milton Groppo Junior,"Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP-USP)",Professor Titular,"Sistemática de Espermatófitas; taxonomia, filogenia e florística; Rutaceae e Aquifoliaceae.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Milton_Groppo_Junior_20250907_130258.json,2025-09-23T14:25:05.434190,48,37,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anderson Rodrigo Moraes de Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado 1,"Química Analítica, separação estereosseletiva de praguicidas, fármacos e metabólitos por cromatografia líquida de alta eficiência (HPLC) e eletroforese capilar, validação de métodos analíticos, desenvolvimento de técnicas miniaturizadas de preparo de amostras e estudos de metabolismo in vitro. Desen",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Anderson_Rodrigo_Moraes_de_Oliveira_20250907_130258.json,2025-09-23T14:24:55.423968,51,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antonio Eduardo Miller Crotti,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente,"Espectrometria de Massas, Química de Produtos Naturais e Química Orgânica.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Antonio_Eduardo_Miller_Crotti_20250907_130258.json,2025-09-23T14:26:35.478729,56,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamilton Brandão Varela de Albuquerque,Universidade de São Paulo (USP) - Instituto de Química de São Carlos (IQSC),Professor Doutor,"Gestão de Qualidade em Laboratórios, ISO/IEC 17025, BPL, Validação de métodos, Estimativa de incerteza, Cartas de Controle, Produção de Materiais de Referência, Ensaios de Proficiência, Acreditação de processos de amostragem na área ambiental, Cromatografia, Técnicas de Preparo de Amostras.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Hamilton_Brandão_Varela_de_Albuquerque_20250907_130258.json,2025-09-23T14:25:35.446925,42,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Janete Harumi Yariwake,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular (MS-6),"Química de Produtos Naturais (Análise Fitoquímica), cromatografia líquida, preparo de amostras, flavonóides, alcalóides, plantas medicinais, plantas alimentícias, pesticidas e contaminantes orgânicos ambientais.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Janete_Harumi_Yariwake_20250907_130258.json,2025-09-23T14:24:55.426061,50,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
