nome,instituicao,titulacao,linhas_pesquisa,curriculo_lattes,pontuacao_PA,pontuacao_S,pontuacao_C,pontuacao_F,pontuacao_media,classificacao_PA,classificacao_S,classificacao_C,classificacao_F,fator_N1,fator_N2,classificacao_final,justificativa_classificacao,arquivo_origem,timestamp,rank,rank_categoria,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2
Carlos Alberto Garofalo,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Sênior,Abelhas e vespas solitárias; Estrutura de comunidades; Nidificação; Ninhos-armadilha; Comportamento animal.,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Carlos_Alberto_Garofalo_20250907_130258.json,2025-09-22T14:43:26.409802,71,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Carlos Alberto Montanari,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,,,0.0,3.333333333333333,2.0,0.0,1.3333333333333333,BAIXA,MODERADA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 1.3, poucas categorias relevantes",FAPESP_Carlos_Alberto_Montanari_20250907_130258.json,2025-09-22T14:43:31.429476,10,12,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Carmen Lúcia Cardoso,,,,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Carmen_Lúcia_Cardoso_20250907_130258.json,2025-09-22T14:43:41.479184,92,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Celso Teixeira Mendes Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado III,"identificação humana por DNA, ancestralidade genômica, pigmentação humana e fenotipagem forense por DNA.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Celso_Teixeira_Mendes_Junior_20250907_130258.json,2025-09-22T14:43:40.473509,99,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Dalton de Souza Amorim,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"filogenia, sistemática, biogeografia e evolução especialmente de Diptera, mas também de outros grupos taxonômicos.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Dalton_de_Souza_Amorim_20250907_130258.json,2025-09-22T14:43:47.504614,112,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Daniel Junqueira Dorta,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Toxicologia Bioquímica, mitocôndria, morte celular, apoptose, autofagia, cultura de células e contaminantes emergentes.",,0.0,0.0,0.0,2.5,0.625,BAIXA,BAIXA,BAIXA,MODERADA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.6, poucas categorias relevantes",FAPESP_Daniel_Junqueira_Dorta_20250907_130258.json,2025-09-22T14:43:31.429075,38,16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Daniel Rodrigues Cardoso,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Alimentos, Fotoquímica e Química Inorgânica; metabolômica por RMN, métodos de separação, química redox, e técnicas espectroscopicas tais como laser flash photolysis, EPR, espectrometria de massas, RAMAN, e stopped-flow.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Daniel_Rodrigues_Cardoso_20250907_130258.json,2025-09-22T14:43:32.435103,52,17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Danilo Boscolo,"Universidade de São Paulo, FFCL-RP USP",Professor,"Ecologia da Paisagem, Fragmentação de Habitats, Modelagem Ecológica, SIG, Biologia da Conservação, Polinização e interação entre plantas e visitantes florais.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Danilo_Boscolo_20250907_130258.json,2025-09-22T14:43:41.477393,100,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Danilo Manzani,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Materiais, Química Inorgânica, materiais inorgânicos, vítreos, vitrocerâmicos, cerâmicos e fibras ópticas, síntese de materiais inorgânicos e vítreos opticamente ativos, guias de onda, sensores ópticos e vidros especiais (não-sílica).",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Danilo_Manzani_20250907_130258.json,2025-09-22T14:43:37.457201,95,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Delia Rita Tapia Blácido,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Engenharia, Ciência e Tecnologia de Alimentos, polímeros biodegradáveis e bioativos, bandejas, coberturas de Alimentos, reologia, aproveitamento de resíduos agroindustriais e técnicas de planejamento experimental.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Delia_Rita_Tapia_Blácido_20250907_130258.json,2025-09-22T14:43:40.473116,93,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Eduardo Andrade Botelho de Almeida,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Taxonomia e sistemática de abelhas; Morfologia de insetos; Biogeografia histórica; Estudos filogenéticos utilizando dados moleculares e morfológicos.,,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Eduardo_Andrade_Botelho_de_Almeida_20250907_130258.json,2025-09-22T14:43:35.449576,74,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Elza Tiemi Sakamoto Hojo,Universidade de São Paulo (USP). Faculdade de Medicina de Ribeirão Preto (FMRP),Professor Associado MS-5,"Genética, Mutagênese e instabilidade genômica, respostas celulares e sinalização molecular em células irradiadas ou expostas a drogas antitumorais e potenciais fármacos, influência do danos oxidativos e neurotóxicos na etiopatogenia da doença de Alzheimer e diabetes tipo 2.",,0.0,3.333333333333333,2.0,0.0,1.3333333333333333,BAIXA,BAIXA,MODERADA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 1.3, poucas categorias relevantes",FAPESP_Elza_Tiemi_Sakamoto_Hojo_20250907_130258.json,2025-09-22T14:43:40.472410,12,22,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
Emerson Ricardo Pansarin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Biologia Floral e Reprodutiva, Taxonomia Vegetal, Filogenia e Evolução, polinização, biologia floral e biologia reprodutiva de orquídeas (Vanilloideae e Epidendroideae), sistemática e evolução dos sistemas de polinização de Orchidaceae (Vanilloideae e Epidendroideae), inventário florístico de orquíd",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Emerson_Ricardo_Pansarin_20250907_130258.json,2025-09-22T14:43:34.445938,73,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Felipe Bezerra Ribeiro,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,"Taxonomia Integrativa, Filogenia, Biogeografia, Genética e Conservação de crustáceos, com ênfase em lagostins de água doce e crustáceos parasitas (Isopoda); Biodiversidade (Biomas Pampa, Mata Atlântica e Pantanal)",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Felipe_Bezerra_Ribeiro_20250907_130258.json,2025-09-22T14:43:42.483125,88,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Fernanda Mayara Nogueira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Anatomia Vegetal, Morfologia de Estruturas Reprodutivas, Desenvolvimento Floral, Arquitetura de Inflorescências, Monocotiledôneas, Bioimagem, Tecnologias 3D, Microtomografia Computadorizada de Raios X (CT)",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Fernanda_Mayara_Nogueira_20250907_130258.json,2025-09-22T14:43:47.505393,111,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fernando Luis Medina Mantelatto,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Zoologia e Ecologia, com ênfase em Morfologia, Sistemática, Taxonomia dos Grupos Recentes, Taxonomia e sistemática filogenética molecular.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Fernando_Luis_Medina_Mantelatto_20250907_130258.json,2025-09-22T14:43:48.508129,116,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fernando Mauro Lanças,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,"Técnicas de preparo de amostras, separação cromatográfica, acoplamento com espectrometria de massas, desenvolvimento de novos materiais para técnicas de separação, acoplamento on-line entre técnicas de preparo de amostras, cromatografia e espectrometria de massas.",,1.6666666666666665,0.0,2.0,0.0,0.9166666666666666,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.9, poucas categorias relevantes",FAPESP_Fernando_Mauro_Lanças_20250907_130258.json,2025-09-22T14:43:32.433925,19,27,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Fritz Cavalcante Huguenin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente,"Físico-Química, Eletroquímica, Máquinas Ácido-Base, Catalisadores para Baterias de Lítio-ar, Blue Energy.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Fritz_Cavalcante_Huguenin_20250907_130258.json,2025-09-22T14:43:29.418983,84,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germano Tremiliosi Filho,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,"Química, Físico-Química, Eletroquímica, Materiais; Eletrocatálise, ciência de superfície, ciência de materiais, corrosão; eletrooxidação de CO, metanol, etanol e glicerol; modificação de superfícies monocristalinas; geração de hidrogênio; células a combustível; corrosão; fotoeletrocatálise; biomater",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Germano_Tremiliosi_Filho_20250907_130258.json,2025-09-22T14:43:37.458221,65,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Grégoire Jean-François Demets,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química inorgânica, química supramolecular, materiais, tecnologias de nanofiltração e purificação de água, separação de gases, catalisadores supramoleculares, pontos quânticos e nanopartículas, materiais intercalados eletroativos, fotoconversão de energia, compostos de inclusão, química mineral.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Grégoire_Jean-François_Demets_20250907_130258.json,2025-09-22T14:43:45.495028,104,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Herenilton Paulino Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Compostos de Intercalação, pentóxido de vanádio, compostos de intercalação, composto híbrido - orgânico inorgânico, eletroquímica e processo sol-gel.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_Herenilton_Paulino_Oliveira_20250907_130258.json,2025-09-22T14:43:45.496245,102,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Janete Harumi Yariwake,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular (MS-6),"Química de Produtos Naturais (Análise Fitoquímica), cromatografia líquida, preparo de amostras, flavonóides, alcalóides, plantas medicinais, plantas alimentícias, pesticidas e contaminantes orgânicos ambientais.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Janete_Harumi_Yariwake_20250907_130258.json,2025-09-22T14:43:27.412021,61,32,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Joana de Jesus de Andrade,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,Ensino de ciências (epistemologia) e desenvolvimento humano (neuropsicologia).,,0.0,0.0,2.0,0.0,0.5,BAIXA,BAIXA,MODERADA,BAIXA,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",FAPESP_Joana_de_Jesus_de_Andrade_20250907_130258.json,2025-09-22T14:43:30.424307,42,33,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Jose Mauricio Rosolen,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente em Físico-Química; Associado III,"Físico-química de materiais; baterias de íons de lítio (Li) e sódio (Na), supercapacitores, filtros, reforço mecânico, tecidos de fibra de carbono, sensores; modificações de eletrodos para H2, novos designs de eletrodos para Li e Na, membranas de separação de CO2 e a produção eletroquímica de esfera",,1.6666666666666665,0.0,2.0,0.0,0.9166666666666666,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.9, poucas categorias relevantes",FAPESP_Jose_Mauricio_Rosolen_20250907_130258.json,2025-09-22T14:43:48.507021,24,34,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
José Carlos Toledo Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica Biológica; investigação do ferro lábil celular (LIP), (metalo)enzimas e Química Biológica e Bioquímica de óxido nítrico (NO) e às espécies reativas de oxigênio e nitrogênio; papel antioxidante do LIP contra o peroxinitrito e suas implicações biológicas; identificação da natureza m",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_José_Carlos_Toledo_Junior_20250907_130258.json,2025-09-22T14:43:29.417776,83,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
José Maurício Almeida Caiut,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica; sol-gel, pirólise de aerossol, aluminatos, híbridos orgânicos-inorgânicos, íons terras raras, espectroscopia, nanomateriais e fotônica.",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",FAPESP_José_Maurício_Almeida_Caiut_20250907_130258.json,2025-09-22T14:43:40.472882,94,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Juarez Lopes Ferreira da Silva,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Ciência Computacional de Materiais e Química; métodos de primeiros princípios (ab initio) com base na Teoria do Funcional da Densidade; estudo de superfícies metálicas, adsorção molecular, óxidos, semicondutores, clusters, nanopartículas; desenvolvimento de algoritmos para a otimização global da est",,0.0,0.0,0.0,0.0,0.0,BAIXA,BAIXA,BAIXA,BAIXA,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,FAPESP_Juarez_Lopes_Ferreira_da_Silva_20250907_130258.json,2025-09-22T14:43:27.412418,70,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Juliana Cancino Bernardi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Aplicação de técnicas analíticas em Nanomedicina; desenvolvimento de nanopartículas teranósticas, sistemas de entrega de medicamento, sensores e biossensores eletroquímicos.",,1.6666666666666665,0.0,0.0,0.0,0.41666666666666663,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",FAPESP_Juliana_Cancino_Bernardi_20250907_130258.json,2025-09-22T14:43:29.418651,58,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Laís Canniatti Brazaca,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Doutora,"Desenvolvimento de biossensores (imunossensores, biossensores enzimáticos e baseados em ácidos nucléicos), construção de dispositivos microfluídicos e eletrodos, nanotecnologia.",,3.333333333333333,0.0,2.0,0.0,1.3333333333333333,BAIXA,BAIXA,BAIXA,BAIXA,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 1.3, poucas categorias relevantes",FAPESP_Laís_Canniatti_Brazaca_20250907_130258.json,2025-09-22T14:43:38.462666,11,39,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
